web-scraper-order,web-scraper-start-url,app,app-href,title,developer-link,developer,developer-website,faq-link,app-category,rating,reviews,image-src
"1586368184-3178","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=19&pricing=all&requirements=off&sort_by=installed","Bold Sales Motivator","https://apps.shopify.com/the-motivator?surface_detail=all&surface_inter_position=19&surface_intra_position=10&surface_type=category","Bold Sales Motivator","https://apps.shopify.com/partners/bold","BOLD","http://boldcommerce.com","https://support.boldcommerce.com/hc/en-us/categories/200014398","Sales and conversion optimization","4.8 of 5 stars","(500 reviews)","https://apps.shopifycdn.com/listing_images/3bf773169a825dd71cb3b08c537e6262/icon/63b81c9132fba172a7d25d71efe2ea7c.png?height=84&width=84"
"1586363049-1676","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=81&pricing=all&requirements=off&sort_by=installed","Order Tagger by Omega","https://apps.shopify.com/order-tagger-by-omega?surface_detail=all&surface_inter_position=81&surface_intra_position=24&surface_type=category","Order Tagger by Omega","https://apps.shopify.com/partners/omegaapps","Omega","https://www.omegatheme.com","https://www.facebook.com/OmegaTheme/","Orders and shipping","4.6 of 5 stars","(7 reviews)","https://apps.shopifycdn.com/listing_images/08d540a770b93d06d72825dfa7b7c7da/icon/377799060706e5b58a6afb8eafa28039.png?height=84&width=84"
"1586365513-1955","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=70&pricing=all&requirements=off&sort_by=installed","FREE Variant Images","https://apps.shopify.com/variant-images-by-impress?surface_detail=all&surface_inter_position=70&surface_intra_position=9&surface_type=category","FREE Variant Images","https://apps.shopify.com/partners/upsell","Impress","https://passwordprotectedpages.upsell-apps.com/help/privacy","https://impress.store","Store design","3.2 of 5 stars","(9 reviews)","https://apps.shopifycdn.com/listing_images/bdeefaefacce37972e579acbf1e69b47/icon/987e0f61611880cd7df9e2c9bd563731.png?height=84&width=84"
"1586365826-2099","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=64&pricing=all&requirements=off&sort_by=installed","Auto Post to Instagram, Fb, Tw","https://apps.shopify.com/increase-facebook-post-reach?surface_detail=all&surface_inter_position=64&surface_intra_position=9&surface_type=category","Auto Post to Instagram, Fb, Tw","https://apps.shopify.com/partners/kickstoro","Postingly","http://posting.ly/privacy-policy/","http://blog.posting.ly","Marketing","4.5 of 5 stars","(119 reviews)","https://apps.shopifycdn.com/listing_images/ad57c49a1f543e5045646c8db6db3017/icon/da786ef03890bea85a5526b30a7e7cc8.png?height=84&width=84"
"1586368626-3382","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=10&pricing=all&requirements=off&sort_by=installed","Exit Intent Popup by OptiMonk","https://apps.shopify.com/optimonk?surface_detail=all&surface_inter_position=10&surface_intra_position=22&surface_type=category","Exit Intent Popup by OptiMonk","https://apps.shopify.com/partners/optimonk","OptiMonk","http://optimonk.com","https://support.optimonk.com/hc/en-us","Store design","4.8 of 5 stars","(263 reviews)","https://apps.shopifycdn.com/listing_images/e536008af724e81915b7952135759406/icon/b927b418f67edeb96151a5704aba5ce6.jpg?height=84&quality=90&width=84"
"1586367041-2656","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=41&pricing=all&requirements=off&sort_by=installed","Bulk Discount Manager & Sales","https://apps.shopify.com/instant-bulk-discount-sales?surface_detail=all&surface_inter_position=41&surface_intra_position=4&surface_type=category","Bulk Discount Manager & Sales","https://apps.shopify.com/partners/dla-group","DLA Group","null","https://docs.google.com/document/d/19-Q5L7rHo39iv_jg8pNy5USHIZtLSxCsnub8W4rycJU/edit?usp=sharing","Marketing","4.7 of 5 stars","(68 reviews)","https://apps.shopifycdn.com/listing_images/2d2674b4f9413da8f6655246c0b509a8/icon/cf408c5bb4e321a6969d4daf7184b2d6.jpg?height=84&quality=90&width=84"
"1586365521-1959","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=70&pricing=all&requirements=off&sort_by=installed","Simple Affiliate","https://apps.shopify.com/simple-affiliate?surface_detail=all&surface_inter_position=70&surface_intra_position=5&surface_type=category","Simple Affiliate","https://apps.shopify.com/partners/simple-affiliate","Simple Affiliate","https://simple-affiliate.com","https://simple-affiliate.com/pages/faq","Marketing","5.0 of 5 stars","(4 reviews)","https://apps.shopifycdn.com/listing_images/e314b0ded401b1ee997a05300f1fc9b5/icon/4b0985617d2fdca61319e438381fc9c7.png?height=84&width=84"
"1586367842-3025","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=25&pricing=all&requirements=off&sort_by=installed","ClickShip","https://apps.shopify.com/freightcom-delivery?surface_detail=all&surface_inter_position=25&surface_intra_position=19&surface_type=category","ClickShip","https://apps.shopify.com/partners/freightcom1","Freightcom","https://www.clickship.com/privacy-policy/","https://www.clickship.com","Orders and shipping","4.8 of 5 stars","(64 reviews)","https://apps.shopifycdn.com/listing_images/6d85d4f1143a496850fd67ef0e665b8e/icon/ff86df0ee581de46a6ba69a8fdf882d7.png?height=84&width=84"
"1586365928-2145","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=62&pricing=all&requirements=off&sort_by=installed","Ada IQ: Image Slider Gallery","https://apps.shopify.com/product-slider?surface_detail=all&surface_inter_position=62&surface_intra_position=11&surface_type=category","Ada IQ: Image Slider Gallery","https://apps.shopify.com/partners/smartapps","Ada Apps","https://www.ada-dev.com/privacy-policy","https://ada-dev.com","Store design","5.0 of 5 stars","(11 reviews)","https://apps.shopifycdn.com/listing_images/c61224a759967593888361d46efe8671/icon/41cdb0157319e077881fcdc2bb2376c7.png?height=84&width=84"
"1586368737-3433","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=8&pricing=all&requirements=off&sort_by=installed","Sales Notification | Sales Pop","https://apps.shopify.com/mps-sales-notification?surface_detail=all&surface_inter_position=8&surface_intra_position=19&surface_type=category","Sales Notification | Sales Pop","https://apps.shopify.com/partners/makeprosimp","MakeProSimp","https://makeprosimp.com","https://support.makeprosimp.com/sales-notification/faqs-sales-notification/","Marketing","4.9 of 5 stars","(561 reviews)","https://apps.shopifycdn.com/listing_images/4c58eca6a3e208fe6f5d1b495d26295b/icon/78bac5c88bc76fced2550af183d318d4.jpg?height=84&quality=90&width=84"
"1586365887-2127","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=63&pricing=all&requirements=off&sort_by=installed","Recommendify","https://apps.shopify.com/recommendify?surface_detail=all&surface_inter_position=63&surface_intra_position=5&surface_type=category","Recommendify","https://apps.shopify.com/partners/recommendify","Recommendify","https://recommendifyapp.com/","https://help.recommendifyapp.com/knowledge_base/categories/faq-292","Sales and conversion optimization","4.9 of 5 stars","(28 reviews)","https://apps.shopifycdn.com/listing_images/b6b21222fb580766e37962f051f89280/icon/78b9bdd2b1bf570a38346f26dd6c9415.png?height=84&width=84"
"1586366480-2398","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=51&pricing=all&requirements=off&sort_by=installed","Recomatic Related Products","https://apps.shopify.com/recomatic?surface_detail=all&surface_inter_position=51&surface_intra_position=22&surface_type=category","Recomatic Related Products","https://apps.shopify.com/partners/wordsense","Wordsense","http://www.recomaticapp.com","https://related-products.recomatic.io/frequently-asked-questions.html","Sales and conversion optimization","4.9 of 5 stars","(138 reviews)","https://apps.shopifycdn.com/listing_images/84d20f1a77c2ae9020ce19d6ee6df59e/icon/b73bfcb798af3970561ce2b39998c6ec.jpg?height=84&quality=90&width=84"
"1586365596-1992","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=68&pricing=all&requirements=off&sort_by=installed","Geo AI ‑ Collections Generator","https://apps.shopify.com/best-sellers-by-country-1?surface_detail=all&surface_inter_position=68&surface_intra_position=20&surface_type=category","Geo AI ‑ Collections Generator","https://apps.shopify.com/partners/alpha-deltas","WeDork","https://wedork.com/best-sellers-privacy-policy/","https://wedork.com/","Store design","4.9 of 5 stars","(33 reviews)","https://apps.shopifycdn.com/listing_images/1e26e2cce9fe079615d995258d922b7c/icon/42341532e20243a609c7e47c6a10deac.png?height=84&width=84"
"1586367273-2763","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=36&pricing=all&requirements=off&sort_by=installed","Facebook Chat | Messenger Chat","https://apps.shopify.com/facebook-chat-2?surface_detail=all&surface_inter_position=36&surface_intra_position=17&surface_type=category","Facebook Chat | Messenger Chat","https://apps.shopify.com/partners/powr-io","POWr.io","https://www.powr.io","https://help.powr.io","Customer support","4.6 of 5 stars","(141 reviews)","https://apps.shopifycdn.com/listing_images/d4791610ca1783079375945e8739b493/icon/b75e49656733d30d8c4035fc6e8ff6fb.png?height=84&width=84"
"1586362061-1518","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=88&pricing=all&requirements=off&sort_by=installed","Festive Holiday Decorations","https://apps.shopify.com/festive-decorations?surface_detail=all&surface_inter_position=88&surface_intra_position=14&surface_type=category","Festive Holiday Decorations","https://apps.shopify.com/partners/developer-dcf4b0d01a819470","RoboTurk","https://festivedecorationsapp.com/privacy","https://festivedecorationsapp.com/","Store design","5.0 of 5 stars","(25 reviews)","https://apps.shopifycdn.com/listing_images/c10fb895fc9c04ead5c4b3a224092efb/icon/f616ba46ee2ffd57fe8e0d1b05038272.png?height=84&width=84"
"1586363759-1753","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=78&pricing=all&requirements=off&sort_by=installed","CustomEdit","https://apps.shopify.com/customedit?surface_detail=all&surface_inter_position=78&surface_intra_position=19&surface_type=category","CustomEdit","https://apps.shopify.com/partners/bywardlabs","Byward Labs","null","https://www.bywardlabs.com/customedit-privacy-policy","Inventory management","1.0 of 5 stars","(2 reviews)","https://apps.shopifycdn.com/listing_images/9d5bd3a9ea9fe6f7e8db48edb85dfa5f/icon/5b16144378cd2a49e00c4c0d10111cf1.png?height=84&width=84"
"1586367687-2954","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=28&pricing=all&requirements=off&sort_by=installed","Ecomdash","https://apps.shopify.com/ecomdash?surface_detail=all&surface_inter_position=28&surface_intra_position=18&surface_type=category","Ecomdash","https://apps.shopify.com/partners/ecomdash","ecomdash","https://www.ecomdash.com/","https://support.ecomdash.com/hc/en-us/categories/200286395-Frequently-Asked-Questions","Orders and shipping","3.3 of 5 stars","(32 reviews)","https://apps.shopifycdn.com/listing_images/cc79e3d55fc6eddf4aaba6d5388439c5/icon/5406e3991c2243a62320a71fb28b6bc7.jpg?height=84&quality=90&width=84"
"1586364293-1806","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=76&pricing=all&requirements=off&sort_by=installed","Right Click Defender","https://apps.shopify.com/right-click-defender?surface_detail=all&surface_inter_position=76&surface_intra_position=14&surface_type=category","Right Click Defender","https://apps.shopify.com/partners/adolab","Adolab","https://adolab.com/","https://adolab.com/help-center/right-click-defender-faq/","Store design","5.0 of 5 stars","(11 reviews)","https://apps.shopifycdn.com/listing_images/7135edb6cb491f2b262051abab1891c1/icon/90eedd4d9e22a887e75d6ddb80925a2e.jpg?height=84&quality=90&width=84"
"1586367523-2878","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=31&pricing=all&requirements=off&sort_by=installed","Candy Rack — One Click Upsell","https://apps.shopify.com/candyrack?surface_detail=all&surface_inter_position=31&surface_intra_position=22&surface_type=category","Candy Rack — One Click Upsell","https://apps.shopify.com/partners/digismoothie","Digismoothie","https://www.digismoothie.com","https://www.digismoothie.com/candy-rack/faq/","Store design","4.9 of 5 stars","(108 reviews)","https://apps.shopifycdn.com/listing_images/4053cc5063e1ba6f735695ab645e7b88/icon/a3458f24e7311e77153a336e80fa15c6.png?height=84&width=84"
"1586366046-2200","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=60&pricing=all&requirements=off&sort_by=installed","Seal Subscriptions","https://apps.shopify.com/seal-subscriptions?surface_detail=all&surface_inter_position=60&surface_intra_position=4&surface_type=category","Seal Subscriptions","https://apps.shopify.com/partners/seal-subscriptions-recurring-orders","Seal - Subscriptions & Recurring Orders","https://www.sealsubscriptions.com/legal/privacy-policy","https://www.sealsubscriptions.com/","Orders and shipping","3.0 of 5 stars","(5 reviews)","https://apps.shopifycdn.com/listing_images/2238eba39a98da1ae85cfb8a609b4cbe/icon/840dcf69fc71f2f6f8a24b3bcee002cc.png?height=84&width=84"
"1586368173-3173","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=19&pricing=all&requirements=off&sort_by=installed","Google Customer Reviews","https://apps.shopify.com/google-trusted-store-1?surface_detail=all&surface_inter_position=19&surface_intra_position=15&surface_type=category","Google Customer Reviews","https://apps.shopify.com/partners/simprosys","Simprosys InfoMedia","https://simprosys.com","https://support.simprosys.com/google-customer-reviews-by-simprosys","Store design","4.8 of 5 stars","(163 reviews)","https://apps.shopifycdn.com/listing_images/a3a2bc52f893a47fcdd1bbff4176d71c/icon/27895b1ea0a6cebcbfa715549bbc1f13.jpg?height=84&quality=90&width=84"
"1586364487-1829","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=75&pricing=all&requirements=off&sort_by=installed","FlavorCloud","https://apps.shopify.com/flavorcloud?surface_detail=all&surface_inter_position=75&surface_intra_position=15&surface_type=category","FlavorCloud","https://apps.shopify.com/partners/flavorcloud-llc1","FlavorCloud INC","http://flavorcloud.com/contact/","https://flavorcloud.zendesk.com/hc/en-us","Orders and shipping","4.8 of 5 stars","(13 reviews)","https://apps.shopifycdn.com/listing_images/9be346c04c89a4ba212687a85e984706/icon/935a5c250df52b5fcee861741c2b9c32.png?height=84&width=84"
